"","Gene","effect.size","p.value","q.value"
"SPOCK3__chr4","SNRPG__chr2",1.53445485718985,1.28888855929709e-12,2.31095028402242e-11
"PCDH10__chr4","P4HA1__chr10",1.53306032628772,0.000780562142965398,0.00720970839577717
"CD109__chr6","CCNYL1__chr2",1.53263012456239,0.000117854137837796,0.00121175598305694
"LPHN2__chr1","LOC646626__chr1",1.53261862625387,4.52330951482954e-13,8.33153052741215e-12
"RHOU__chr1","RCBTB1__chr13",1.53243471479008,2.93021692563632e-10,4.5464071806794e-09
"MIR143HG__chr5","METTL21D__chr14",1.53231523930335,4.53475967735339e-05,0.00048691982035582
"GRB10__chr7","GPR173__chrX",1.53202459457787,9.43820827711444e-14,1.80347077877562e-12
"GAS7__chr17","GABRP__chr5",1.53000567471045,0.000882458259779635,0.00804471596397276
"DPP4__chr2","DNPH1__chr6",1.52986467937485,5.76742105738305e-13,1.05510864610286e-11
"TMEM45A__chr3","TMC5__chr16",1.52837018576714,6.31635316031572e-06,7.36829889034855e-05
"S100A13__chr1","RPP38__chr10",1.52832192871042,4.23529568101828e-09,6.17581927313916e-08
"UGCG__chr9","TTTY15__chrY",1.5283007303598,2.17686731024906e-07,2.84498191072522e-06
"STAT6__chr12","SPRR2A__chr1",1.52808296058547,2.26776885425867e-19,5.50145003950967e-18
"HMGB3__chrX","HIST1H2AG__chr6",1.52790019205506,1.86997883433689e-10,2.92782601584909e-09
"PLSCR1__chr3","PIP__chr7",1.52662597150686,6.19206476175055e-13,1.13060521611171e-11
"TSPO__chr22","TRAF7__chr16",1.52595043856849,9.486610420069e-11,1.50907376867394e-09
"FARP1__chr13","FAM76B__chr11",1.52593500363887,1.24246857170243e-15,2.61471838174081e-14
"ALDH2__chr12","ALDH18A1__chr10",1.52584438977336,1.24352701657464e-09,1.86509313962124e-08
"PAPSS2__chr10","ORM1__chr9",1.5251811209289,7.1494441618621e-06,8.26362053644464e-05
"PLOD2__chr3","PIP4K2C__chr12",1.52463290696056,4.10806102272519e-09,5.99954692484241e-08
"B4GALT5__chr20","B3GNT6__chr11",1.52433533769461,1.48327283515855e-11,2.49385142694185e-10
"CAMK2N1__chr1","CALB2__chr16",1.5223623249888,5.88477495522278e-08,8.02963733601445e-07
"DSE__chr6","DPPA2P3__chr3",1.52178705281753,4.74310949741154e-06,5.60220520513021e-05
"GPR124__chr8","GOLGB1__chr3",1.52109805471465,4.9547320369461e-05,0.000529906768727829
"PDE8B__chr5","PCCA__chr13",1.52091442852708,6.91195304720214e-13,1.25719045896079e-11
"SLC7A14__chr3","SLC25A4__chr4",1.52067994378873,5.03313568424817e-14,9.78561709474505e-13
"CHN2__chr7","CHD7__chr8",1.51961660117104,1.93362114365829e-06,2.35904276132048e-05
"A1CF__chr10","A1BG__chr19",1.51936413321226,1.82073904076929e-18,4.25845623669036e-17
"GBP1__chr1","GALNT13__chr2",1.51931537551046,0.000404636697814594,0.00389708831026232
"ST8SIA4__chr5","SPIB__chr19",1.51902361488942,0.000818995028562974,0.007531565960965
"TMEM139__chr7","THBD__chr20",1.51838805973242,1.7247004257701e-06,2.1137087319198e-05
"EPB41L4A__chr5","EN1__chr2",1.51812420346362,2.33997010223324e-07,3.05391954364666e-06
"POPDC3__chr6","PLS1__chr3",1.51619170318847,5.21488534295672e-14,1.01077849447381e-12
"PBLD__chr10","OXSM__chr3",1.51549584432359,5.32830991773255e-08,7.31259265252794e-07
"FRAS1__chr4","FNIP2__chr4",1.51380259678638,7.69973735576299e-06,8.88879881180263e-05
"RAPGEF5__chr7","QSOX1__chr1",1.51107907590352,4.5522573278979e-07,5.79707270772335e-06
"CPNE4__chr3","COX19__chr7",1.51106031144627,1.10488678579649e-05,0.000126011771140508
"TGFBR1__chr9","TBC1D3P1.DHX40P1__chr17",1.51092145608256,1.48041692895908e-10,2.33140992695572e-09
"DOCK4__chr7","DNAJC30__chr7",1.50949762858495,7.81523104935317e-05,0.000818693106267606
"CCDC68__chr18","CCDC28B__chr1",1.50879719954412,3.13822630643137e-05,0.000343604871025144
"C5__chr9","C3orf62__chr3",1.5087551644308,3.00055327092448e-05,0.000329677068104249
"BIK__chr22","BGN__chrX",1.50866003793298,0.00027385935950036,0.00270396769897482
"ENO2__chr12","ELP6__chr3",1.50859438889109,8.56535232693222e-11,1.36712861718214e-09
"TENM3__chr4","TANK__chr2",1.50798305510232,5.39566928254169e-10,8.22317404044136e-09
"AP1S2__chrX","AOC3__chr17",1.50752848066305,2.54255536875393e-05,0.000280825314779145
"TES__chr7","TARDBP__chr1",1.5057563072539,1.42689412664323e-12,2.55596637017097e-11
"QSOX1__chr1","PTBP1__chr19",1.50524629954776,9.10827519577709e-13,1.64715966172053e-11
"KLF13__chr15","KIAA1598__chr10",1.50500637799178,1.66084091465753e-12,2.95264079070536e-11
"PCDHB4__chr5","PAIP2__chr5",1.50445523103462,2.44531099760818e-09,3.61027244006246e-08
"CADPS2__chr7","CACNA1D__chr3",1.50440615975043,7.09896066297448e-10,1.07842571229013e-08
"SAV1__chr14","RRAS__chr19",1.50310615782367,7.55320515003847e-08,1.02103341148374e-06
"PIP5K1B__chr9","PGF__chr14",1.50086663542956,4.85072187327228e-06,5.72573029113676e-05
"ERBB4__chr2","EPC2__chr2",1.49907308321146,1.15147233196538e-05,0.000131087494755914
"DCX__chrX","DCAF17__chr2",1.49747217695496,3.49443351840601e-05,0.000379964353457059
"PTGER3__chr1","PRR11__chr17",1.49730527199058,2.40297404434044e-07,3.13182093034108e-06
"PDLIM1__chr10","PCDHA6__chr5",1.4956625235285,4.6576960149867e-08,6.42490067819115e-07
"SEMA6D__chr15","SCARNA11__chr12",1.4955182501878,4.04050973188247e-08,5.59806106401135e-07
"TCIRG1__chr11","SYVN1__chr11",1.49428340905185,1.40058081978659e-05,0.000158018963178071
"FZD4__chr11","FRZB__chr2",1.49390913337183,0.000478514509832024,0.00456254652210171
"LIFR__chr5","LCA5__chr6",1.4923601685617,2.66804530365977e-06,3.2074249458373e-05
"CELF2__chr10","CDS2__chr20",1.49233707133062,8.95949159385235e-10,1.35344901791065e-08
"B3GNT5__chr3","B3GALT1__chr2",1.49199864972155,7.55545551372038e-10,1.14501201522284e-08
"SLC16A10__chr6","SGSM1__chr22",1.49078787263854,0.000949623690590896,0.00860718873131259
"CASP7__chr10","CARD9__chr9",1.48927027344556,2.58078411216981e-13,4.82887704473119e-12
"WIPF1__chr2","VGLL4__chr3",1.48906219024127,8.43095652923435e-05,0.000879294792988249
"LRRC8C__chr1","LPAR6__chr13",1.48894348323148,0.000579374848114337,0.00546631346962793
"KCTD8__chr4","KCNE4__chr2",1.48699624505613,6.50435593619974e-06,7.55961368279845e-05
"MYO1C__chr17","MTIF2__chr2",1.48466231220794,9.57055630185238e-13,1.72745341922069e-11
"METTL7A__chr12","MCOLN2__chr1",1.48240475434504,2.42596498123377e-11,4.00750753630733e-10
"ARL4D__chr17","ARL15__chr5",1.48186228746831,7.00287527484882e-06,8.09916382766786e-05
"UNC80__chr2","TWSG1__chr18",1.48117865218722,1.26160909055737e-10,1.99346894593255e-09
"ITPR2__chr12","IRF7__chr11",1.4811271144598,6.57730339184277e-13,1.19747475432606e-11
"CLDN23__chr8","CKAP4__chr12",1.48105245465145,1.09452649011758e-07,1.46282613933819e-06
"MRAS__chr3","MLL5__chr7",1.47960903359508,3.81526890639494e-06,4.54036220359266e-05
"SLC9A3R1__chr17","SLC26A9__chr1",1.47927186755953,4.60992762935878e-12,7.97057752421063e-11
"SMC4__chr3","SLC38A11__chr2",1.47887497361086,0.000115939757391024,0.00119337120652264
"RTN1__chr14","RPL27__chr17",1.47862406976572,2.44840502825996e-12,4.32429516112679e-11
"DOK6__chr18","DNAL4__chr22",1.47809891754055,0.000527923930007079,0.00500838676168362
"STX1A__chr7","SRRT__chr7",1.47732152032469,1.61777243935947e-07,2.13347268381125e-06
"LOC100216479__chr2","LOC100129148__chr7",1.47642405214385,1.88788726082891e-15,3.92921734087498e-14
"ADCY2__chr5","ADCK2__chr7",1.47601654919232,0.000295671487722879,0.00290717990373931
"EPDR1__chr7","ENGASE__chr17",1.47567235020096,7.18828087668647e-11,1.15513717693555e-09
"PTPN14__chr1","PRSS23__chr11",1.47521994408514,4.70368369962148e-11,7.64318267888622e-10
"SOCS2__chr12","SNAPIN__chr1",1.47521325272971,5.02103549553828e-06,5.91199556353162e-05
"MAP2__chr2","LYPD3__chr19",1.4740533389167,1.47163653622763e-08,2.08166072317588e-07
"MBOAT1__chr6","MAP2K3__chr17",1.47329058605654,2.22159032341792e-06,2.69298357485259e-05
"C1orf116__chr1","C1QTNF1__chr17",1.47206177855167,2.19064408611379e-10,3.41574190918964e-09
"ARAP2__chr4","AQP5__chr12",1.4702178087337,2.39002877158566e-07,3.11709894585409e-06
"PDGFC__chr4","PCDH12__chr5",1.4700463651324,2.69775218193404e-06,3.24107569829558e-05
"LMCD1__chr3","LINC00526__chr18",1.46962542480509,1.28456917712646e-06,1.58769053690882e-05
"RTP4__chr3","RPL32__chr3",1.46933473326074,0.000149097753971748,0.00151486524438608
"ASNS__chr7","ASH1L.AS1__chr1",1.46905197331627,4.35053198471502e-10,6.65719461110482e-09
"GADD45G__chr9","FXR1__chr3",1.46871725531918,7.59038443277017e-08,1.02532583996062e-06
"OSBPL1A__chr18","OASL__chr12",1.46864004915001,9.34201365057286e-10,1.40898143630108e-08
"PIR__chrX","PGM2__chr4",1.46803458529042,5.74024058077523e-10,8.74126240898391e-09
"TAGLN2__chr1","STXBP2__chr19",1.46795243585626,4.83832160288472e-11,7.84173256014713e-10
"ZNF114__chr19","YWHAQ__chr2",1.46766666894263,3.32991458013877e-10,5.14123576270119e-09
"EPN3__chr17","ENTPD4__chr8",1.46650231967104,4.5809923704571e-05,0.000491325731083418
"MAF__chr16","LRRTM2__chr5",1.46619503878986,1.55437969660842e-10,2.44178449763142e-09
"CGN__chr1","CERS2__chr1",1.46584851476981,3.10957731223863e-12,5.46141190024959e-11
"TENM1__chrX","TANGO2__chr22",1.46533333736478,0.000825834839902104,0.00756868419227447
"RPL29__chr3","RNF113A__chrX",1.4646908671891,3.86627309531432e-07,4.93681276724662e-06
"KLF10__chr8","KIAA1549__chr7",1.46310074207289,9.26593802501464e-09,1.32256568577588e-07
"BAG3__chr10","B9D2__chr19",1.4621996311312,3.19293035469972e-07,4.10476175803505e-06
"SH3BGRL3__chr1","SEMA6A__chr5",1.46071839873529,7.23653064155046e-09,1.04234722609772e-07
"LRRC8A__chr9","LPAR4__chrX",1.46030634783937,1.10402857410202e-11,1.86285107083749e-10
"MDK__chr11","MAPKAPK5.AS1__chr12",1.45819628517593,5.78330139702216e-11,9.34126750435255e-10
"CECR1__chr22","CDKN2B.AS1__chr9",1.45696651232526,2.42902147241126e-08,3.40784319121217e-07
"PCSK5__chr9","PARP1__chr1",1.4565816274789,6.36187470546984e-06,7.41225081282177e-05
"QKI__chr6","PSORS1C1__chr6",1.45626657812852,3.04405598072192e-09,4.46288362480084e-08
"ABRACL__chr6","ABP1__chr7",1.45480703879313,1.64265149510492e-12,2.92580847827454e-11
"SETD7__chr4","SDF2__chr17",1.45445493166326,5.81443904885315e-13,1.06268151977976e-11
"TUBB4B__chr9","TRIO__chr5",1.45386066717169,2.28610775125177e-08,3.21449883059196e-07
"INPP5F__chr10","IL20RA__chr6",1.452563900783,3.10148512863942e-06,3.7096117696853e-05
"SYNDIG1__chr20","STAT1__chr2",1.45227546203104,0.000118579583303066,0.00121855191150698
"ELAVL3__chr19","EIF2B4__chr2",1.45197918834479,0.00102952425858339,0.00928241862533825
"GPT2__chr16","GPR137B__chr1",1.45161543120685,1.4044145852078e-06,1.72903106392554e-05
"PDLIM4__chr5","PCDHA9__chr5",1.45105474559369,1.806727930211e-05,0.000202032807249275
"CRTAP__chr3","CREB3L4__chr1",1.45074809803238,1.35485485306335e-07,1.79803700935331e-06
"SPINT1__chr15","SNRPA__chr19",1.44876760246868,4.08593469010563e-10,6.27262337722309e-09
"RASSF8__chr12","RAB36__chr22",1.44798352171097,1.55735307589456e-09,2.31739042742169e-08
"STS__chrX","SRPK3__chrX",1.44707250833901,1.10083604007142e-05,0.000125625600756459
"UBE2QL1__chr5","TSTD2__chr9",1.44482476701624,1.46884939278654e-12,2.6236593407259e-11
"TKT__chr3","TEAD4__chr12",1.44396096909894,8.89967109706963e-09,1.27220865652362e-07
"TNKS1BP1__chr11","TMEM205__chr19",1.44360590609368,8.07348449763658e-12,1.37701001837848e-10
"SLC29A4__chr7","SIX6__chr14",1.44346994723234,9.76532197284928e-11,1.55210306680324e-09
"CERCAM__chr9","CENPP__chr9",1.44264490650473,4.12952048095895e-08,5.71300717783033e-07
"SSPN__chr12","SPATA18__chr4",1.441740909289,1.22292569025075e-06,1.5134806610582e-05
"HEBP1__chr12","HAUS2__chr15",1.44139408842738,5.63882795463782e-12,9.69632126358012e-11
"EHD4__chr15","EFCAB4B__chr12",1.43815042901001,6.2278999165673e-09,9.01876265312558e-08
"PALLD__chr4","OR5T1__chr11",1.43783002248205,1.50147871622837e-06,1.84612522962158e-05
"C11orf91__chr11","C11orf57__chr11",1.43742213041023,0.000792747994123145,0.00731511308248984
"UCP2__chr11","TTLL9__chr20",1.43600131734477,1.19194377900702e-08,1.68982397116839e-07
"HOMER2__chr15","HLA.H__chr6",1.43517173323393,7.35440517319411e-08,9.94871502956495e-07
"SH3KBP1__chrX","SEPP1__chr5",1.43499837625482,1.09502733187762e-08,1.55592680585137e-07
"VCL__chr10","UCK2__chr1",1.43469974222243,9.50948320523183e-10,1.43309580233231e-08
"FAM222A__chr12","FAM188A__chr10",1.43395125569991,6.52557084778153e-07,8.21587194412893e-06
"NEK6__chr9","NCALD__chr8",1.43278480090089,1.98336013657624e-06,2.41816386200115e-05
"BMP4__chr14","BLOC1S5.TXNDC5__chr6",1.43160846917412,0.000944612275474579,0.00856587465543118
"NEDD4__chr15","NBEAL2__chr3",1.43112004763674,3.3566365144284e-06,4.00718362916412e-05
"TBC1D16__chr17","SUSD3__chr9",1.43097550204274,4.51888460849088e-11,7.3618863216604e-10
"ITGA3__chr17","IPO13__chr1",1.43029690473852,3.76196903959399e-06,4.48540636657711e-05
"TBC1D30__chr12","SVIL__chr10",1.42949630949114,5.8920519942661e-11,9.50068247334819e-10
"COTL1__chr16","COMMD7__chr20",1.42924620194212,1.9325094131137e-11,3.22050819127185e-10
"CGNL1__chr15","CERS1__chr19",1.42894653681898,5.78325226895282e-06,6.77569134399693e-05
"GIPC2__chr1","GEMIN4__chr17",1.42892725380291,1.2263811185208e-05,0.000139279749866623
"RIMBP2__chr12","RDBP__chr6",1.42885889550024,6.00961309877847e-14,1.1624326339889e-12
"DBN1__chr5","CYSTM1__chr5",1.42880653717355,1.22724132024661e-07,1.63557168335828e-06
"IQCA1__chr2","IMPDH1__chr7",1.4284943530192,0.00044556880502511,0.00426563286593948
"PPIF__chr10","PNOC__chr8",1.42826763213191,1.83118477882994e-07,2.40651807721337e-06
"PCDH9__chr13","PABPC3__chr13",1.42816627956233,0.000383859684794485,0.00370300169639927
"FEZ1__chr11","FBXO5__chr6",1.42739987116092,8.74330042291805e-05,0.00090986173674177
"GLT25D2__chr1","GIPC2__chr1",1.42651235522073,0.000823627500593905,0.00755945433875678
"EPCAM__chr2","ENDOV__chr17",1.42626287838764,0.000611214645154776,0.00573522063760425
"SRD5A3__chr4","SOGA1__chr20",1.42581210340785,2.78276854114106e-07,3.60938640291584e-06
"PLEKHB1__chr11","PIGS__chr17",1.4255239093462,2.58860036093028e-13,4.83871113955099e-12
"SCTR__chr2","S100A6__chr1",1.42469329129344,6.14868894578134e-06,7.18157748438663e-05
"TAGLN3__chr3","STXBP3__chr1",1.42391107404082,7.1543709161911e-10,1.08597029376851e-08
"ARHGEF3__chr3","ARHGEF25__chr12",1.42377629606438,4.36090538568782e-06,5.16866941385153e-05
"SEMA5A__chr5","SCARA5__chr8",1.42343593660341,7.30442275706121e-10,1.10785699247948e-08
"APCDD1L__chr20","AP5Z1__chr7",1.42319397785557,0.00096011556675499,0.0086939453668116
"TSPAN5__chr4","TRAF3IP2.AS1__chr6",1.42304500655372,5.24372631302532e-07,6.654303300646e-06
"MTUS2__chr13","MRS2P2__chr12",1.42190342560982,2.44588630568391e-06,2.94597574281801e-05
"RASSF3__chr12","RAB32__chr6",1.42171733862591,5.75509721146945e-06,6.74688753736661e-05
"CKAP4__chr12","CHSY1__chr15",1.42123664691631,1.37888191886101e-08,1.95191838971051e-07
"CD200__chr3","CCSER1__chr4",1.42115579577767,3.84033607819304e-10,5.91480612923325e-09
"DUSP23__chr1","DSCR6__chr21",1.42036659900433,5.24654033123217e-07,6.654303300646e-06
"CNKSR2__chrX","CLU__chr8",1.4198226957081,0.000849827961252653,0.00776973817694854
"NEDD4L__chr18","NBEAL1__chr2",1.41968679301147,2.74697763953202e-09,4.03987419703316e-08
"FREM2__chr13","FOLH1B__chr11",1.41918209704679,0.000395420427066,0.00381063499780381
"WARS__chr14","USP10__chr16",1.41916900680883,4.63577762121743e-08,6.39933714286099e-07
"ST18__chr8","SPCS2__chr11",1.4179407296023,4.49674163050642e-12,7.78199847374636e-11
"TCF7L1__chr2","SYT9__chr11",1.41738507808786,0.000754805145487615,0.00699573694920301
"HIST1H1C__chr6","HERC2P2__chr15",1.41691566192892,8.81193471979629e-06,0.000101356020897572
"SSTR2__chr17","SPATA6L__chr9",1.41566401110784,2.18034389691501e-11,3.61123040875546e-10
"CCDC74A__chr2","CCDC3__chr10",1.41401687590419,0.000176156863347491,0.00177867829095541
"ME1__chr6","MAPT__chr17",1.41286954785453,8.69352920260581e-09,1.24368141461654e-07
"KIAA1211__chr4","KCTD9__chr8",1.41135423469713,3.11845255829409e-05,0.00034163777650227
"ANKS1B__chr12","ANKRD52__chr12",1.41096674657069,7.63958490045194e-05,0.000801626182391675
"BAMBI__chr10","BAGE__chr21",1.41092933258749,3.36511582021074e-07,4.317308809935e-06
"PARVB__chr22","OTUB2__chr14",1.41090790573515,2.23231113149834e-10,3.47497658674264e-09
"TP53INP2__chr20","TMEM50A__chr1",1.41019772449693,5.96607676502323e-09,8.65287173487405e-08
"GLI3__chr7","GHDC__chr17",1.40997768959463,8.16602030648893e-05,0.000853547852610773
"SBK1__chr16","RRN3P2__chr16",1.40791100611726,1.85659322460788e-05,0.000207363467840661
"NBPF10__chr1","MYNN__chr3",1.40785666065757,0.000130864684330346,0.0013411501108866
"AGTR1__chr3","AGPAT9__chr4",1.40647880052751,0.00072990015549207,0.00677155284167361
"LDLRAD4__chr18","L3MBTL2__chr22",1.40573015219613,5.23591882213725e-05,0.000559030474015536
"SPTSSA__chr14","SNX7__chr1",1.40508099479579,2.61658258964811e-07,3.40317809904818e-06
"TMEM200A__chr6","TIMP1__chrX",1.40486387978176,2.34173522428414e-08,3.29026857015032e-07
"RETSAT__chr2","RASGRF2__chr5",1.40426548078191,3.99634774382989e-09,5.84091103348007e-08
"FAM114A1__chr4","F2__chr11",1.40355286763369,1.33486965919951e-09,1.99575686863546e-08
"C1orf127__chr1","C1QTNF6__chr22",1.40294244033018,0.000357488724151564,0.0034716453797617
"CORO1C__chr12","COMMD1__chr2",1.40277160180102,6.88754861148636e-05,0.000725130326795929
"HYMAI__chr6","HSD17B8__chr6",1.4017977063863,0.000393594577285631,0.00379497465384891
"PTPN12__chr7","PRSS21__chr16",1.4014892269728,9.13359373918805e-08,1.22851711375926e-06
"TPGS2__chr18","TMEM61__chr1",1.40081746834701,2.38582490106598e-10,3.70783873193626e-09
"PON3__chr7","PLOD1__chr1",1.40021072656152,0.000100675249304264,0.00104249910211067
"DNER__chr2","DNAJB1__chr19",1.39995517984508,1.0017449240047e-06,1.24874509062274e-05
"SEL1L__chr14","SBF2.AS1__chr11",1.39939034481673,0.00037157925208793,0.00359186941481213
"PDK3__chrX","PCDHA4__chr5",1.39747610953596,1.82927144152796e-10,2.86646531525667e-09
"SCN1B__chr19","RUSC2__chr9",1.39669998427081,4.77581172425002e-05,0.000511930175637419
"PDZD2__chr5","PCDHB7__chr5",1.39652460001599,6.70972573208804e-09,9.68681412414056e-08
"HMP19__chr5","HIST1H4C__chr6",1.39609470042122,2.73003926070157e-07,3.54342595801774e-06
"KLHL24__chr3","KIF1A__chr2",1.39604422152583,1.41258637362534e-11,2.37711997228599e-10
"RNF19A__chr8","RGS10__chr10",1.39530265242901,1.12129661362464e-09,1.68578070041992e-08
"GABRB3__chr15","FUT10__chr8",1.39326731907593,1.21671704836602e-09,1.82633191263075e-08
"PALM2__chr9","OR6A2__chr11",1.39187664839571,0.000366160306760951,0.0035503835183009
"LPAR6__chr13","LOC645434__chr6",1.39151759714417,0.00109331202166139,0.00982473161453018
"PROSER2__chr10","PPP1R42__chr8",1.39144879431199,9.72036959397786e-05,0.00100710276637606
"DDC__chr7","DCAF7__chr17",1.39134223849233,0.00053077804242691,0.00502789145152067
"CCDC141__chr2","CCDC110__chr4",1.39121979211485,0.00020594330523987,0.00206467723205468
"PSMB8__chr6","PRKCQ.AS1__chr10",1.39114013942461,3.90673236261735e-08,5.42066286260959e-07
"ACTN4__chr19","ACTN1__chr14",1.38999193542296,5.97569468523313e-07,7.54870843325774e-06
"LAPTM4B__chr8","KRT19__chr17",1.38921459397739,7.51564374885939e-06,8.68157919107242e-05
"FERMT2__chr14","FBXO45__chr3",1.38727537599542,9.62553447741643e-08,1.29284541971724e-06
"FGFRL1__chr4","FDX1__chr11",1.38679351447651,8.06345064399333e-06,9.29165184574305e-05
"PIPOX__chr17","PGK2__chr6",1.38530831053067,1.89703553187515e-06,2.318898931525e-05
"CAMK2G__chr10","CALB1__chr8",1.38495989112399,7.56842298983157e-09,1.08683934393493e-07
"DACH1__chr13","CYP2D7P1__chr22",1.38489849518997,6.6481273602866e-10,1.01156449963523e-08
"MIS18BP1__chr14","MFAP5__chr12",1.38477911151581,6.11410605116363e-06,7.14560149380892e-05
"PIM3__chr22","PGAM4__chrX",1.38383397551352,6.00159152632765e-08,8.16544828398416e-07
"PER3__chr1","PCGF1__chr2",1.38355415932381,2.06488847677103e-08,2.90560405316597e-07
"SLC5A1__chr22","SLC25A26__chr3",1.38347002177513,1.53136494083254e-06,1.88164724654443e-05
"SLCO3A1__chr15","SLC2A14__chr12",1.38329117343145,1.00275025585314e-07,1.34396981100089e-06
"TRIM16__chr17","TNFRSF21__chr6",1.38317744890407,0.000723963858734244,0.00672308059084017
"SORD__chr15","SND1.IT1__chr7",1.38291353512479,2.5037905875939e-05,0.000276705465054675
"GALNT1__chr18","FZD5__chr2",1.38284569640788,3.03236975743937e-08,4.22608581682074e-07
"WWC2__chr4","VPS37A__chr8",1.38268469842149,3.74081113718884e-08,5.19425781562047e-07
"TSPAN14__chr10","TPTEP1__chr22",1.37961316579976,3.00507449721654e-08,4.19113637257551e-07
"APOBEC3C__chr22","APLP1__chr19",1.37833090336328,0.000529939126934821,0.00502246219699812
"DDX3Y__chrY","DCUN1D4__chr4",1.37724153975176,3.26021349551258e-10,5.04185880836308e-09
"RCC2__chr1","RALGAPA1__chr14",1.3756547434731,1.31366024751876e-09,1.96560184937525e-08
"HSD3B7__chr16","HOXB6__chr17",1.37564397476321,8.92081879460591e-08,1.20075237592922e-06
"PON2__chr7","PLN__chr6",1.37329290926109,1.22204098248669e-07,1.62979043662903e-06
"SH3GL2__chr9","SEP15__chr1",1.37137836135127,5.04666054531736e-09,7.33629161426211e-08
"JARID2__chr6","ISOC2__chr19",1.37093040614975,2.94342065595163e-05,0.000323776272154679
"TMEM41A__chr3","TMA7__chr3",1.37075932256201,2.9015149911e-07,3.75310269006214e-06
"PRKAG2.AS1__chr7","PPIL4__chr6",1.36894484584426,1.21010274761989e-07,1.61614994519581e-06
"MLLT11__chr1","MGC15885__chr15",1.36877537770424,2.78191947778479e-08,3.88564037628803e-07
"SERPINB9__chr6","SCNN1G__chr16",1.36753351792622,2.31170882264029e-05,0.000256076631478642
"CDHR3__chr7","CDC6__chr17",1.36564587162112,0.000775201628101404,0.00717070992063648
"NUAK1__chr12","NPB__chr17",1.36457708072538,3.95706040201276e-05,0.000427561620796096
"TRPM3__chr9","TP53__chr17",1.36363373093186,0.000343124346012713,0.00334763236497071
"FAM46C__chr1","FAM210A__chr18",1.36317396177129,4.12062448588077e-08,5.70487630286995e-07
"CNTN4__chr3","CNGA4__chr11",1.3630665066374,1.24390872650908e-07,1.65661642801751e-06
"ARHGAP24__chr4","ARHGAP12__chr10",1.36282991894351,0.000381527211706257,0.00368426226204642
"KCNMB2__chr3","KATNA1__chr6",1.36281298358018,3.915850748629e-08,5.42932849945641e-07
"SSFA2__chr2","SPAST__chr2",1.36255421809109,2.05502499512455e-06,2.50392407207374e-05
"ESR1__chr6","ERCC.00164",1.36238855721105,0.000360925850328923,0.00350142542069609
"ADCY5__chr3","ADCK5__chr8",1.3622831350649,4.97288346587914e-07,6.31994295482071e-06
"MEST__chr7","MCAM__chr11",1.36199847363168,0.000121324732488234,0.0012460841274797
"MYH14__chr19","MT1M__chr16",1.36119860304206,3.74864078433039e-07,4.78984540515725e-06
"PQLC3__chr2","POU2F3__chr11",1.36035773320717,6.0976339983232e-07,7.69760102206492e-06
"AJUBA__chr14","AIM1__chr6",1.36031484396369,0.000294468532931022,0.00289685910220221
"UNC5CL__chr6","TWF2__chr3",1.36025703972541,6.42412388247153e-09,9.28868348362257e-08
"FAM155A__chr13","FAM111A__chr11",1.35947701380515,1.3111168049176e-05,0.000148546075415664
"GALNT10__chr5","FZD10__chr12",1.35836962788609,1.4108081074619e-06,1.73577158950619e-05
"TMEM108__chr3","TGFBR1__chr9",1.3580169898692,0.000928597665147753,0.00844496567659395
"SLC6A9__chr1","SLC25A45__chr11",1.35733907710792,0.000407112467273651,0.0039173174167706
"TRAF5__chr1","TMPRSS11E__chr4",1.35719729570016,7.97393298377294e-05,0.000834855321481113
"SYT5__chr19","STK38__chr6",1.35597960708011,4.15664533894672e-10,6.37599704670577e-09
"ARHGEF17__chr11","ARHGAP8__chr22",1.3546072662912,0.000939142867800555,0.00852855450057419
"C8orf47__chr8","C7orf49__chr7",1.35259826018981,8.00620670462665e-08,1.0807235307431e-06
"AFAP1__chr4","AEBP1__chr7",1.35074793149148,7.13105784142287e-07,8.96624957333395e-06
"MLIP__chr6","MGAT2__chr14",1.35043807395082,5.39570439620017e-05,0.000575115745512639
"TCEAL5__chrX","SYP__chrX",1.34894184721362,2.71341598944819e-08,3.79556886518075e-07
"CDH2__chr18","CDC42EP2__chr11",1.34812558099989,0.00100916485484994,0.00910754413894655
"SOGA2__chr18","SNAR.A8__chr19",1.34772761826704,2.91297383503478e-05,0.000320800580037805
"SEPT6__chrX","SCG2__chr2",1.34760470482089,2.55910613011083e-08,3.58502502941693e-07
"RRAGD__chr6","RP2__chrX",1.34697825413307,4.55308806375664e-06,5.38112934514528e-05
"COX7A1__chr19","COPS7B__chr2",1.3466795597339,2.17929176469281e-05,0.000241975650817654
"NAV2__chr11","MYL6B__chr12",1.34606926486592,8.50473638522585e-08,1.14638022972895e-06
"PARD3__chr10","OSBPL2__chr20",1.3456071737813,5.2397688257711e-08,7.19630459806848e-07
"THEMIS2__chr1","TBXA2R__chr19",1.34559306504531,0.000681626699479538,0.00636117598358732
"EIF4EBP1__chr8","EI24__chr11",1.34539110464357,2.85551626081524e-06,3.42408288685827e-05
"SSTR1__chr14","SPATA5__chr4",1.34523741959885,1.58553249178171e-06,1.94693911823851e-05
"ARID5B__chr10","ARHGEF6__chrX",1.34518752035687,5.70714220127874e-08,7.79852301661356e-07
"GRAMD4__chr22","GPR160__chr3",1.34490991673939,0.000212926539574785,0.00213129541572261
"SLC2A3__chr12","SKIV2L__chr6",1.34466764435159,0.000531748513135996,0.00503456082226656
